window_start,anomaly_score,pred_label
508,6.7536994e-17,0
509,2.914518e-18,0
510,6.6814304e-19,0
511,4.479854e-18,0
512,2.2479582e-19,0
513,4.9259455e-16,0
514,2.1259862e-12,0
515,4.3412805e-13,0
516,8.009818e-14,0
517,6.8254465e-16,0
518,1.2599452e-14,0
519,6.4577176e-12,0
520,1.8530429e-11,0
521,2.3872196e-10,0
522,3.0725934e-12,0
523,2.936699e-22,0
524,1.0452569e-14,0
525,1.1630436e-09,0
526,1.6560617e-11,0
527,1.301234e-12,0
528,1.4714238e-15,0
529,3.7865276e-19,0
530,1.2077434e-18,0
531,1.6490523e-18,0
532,4.370706e-18,0
533,1.36079e-19,0
534,8.981301e-15,0
535,3.2414467e-11,0
536,6.728644e-12,0
537,5.7561737e-11,0
538,4.4504535e-11,0
539,3.282582e-13,0
540,2.777741e-13,0
541,1.450803e-13,0
542,2.1847865e-13,0
543,3.0919172e-16,0
544,9.310594e-20,0
545,1.6226774e-15,0
546,3.2142897e-15,0
547,7.553581e-16,0
548,4.3388365e-14,0
549,1.1428851e-16,0
550,7.4579935e-20,0
551,2.2771063e-17,0
552,9.923571e-18,0
553,1.5633482e-17,0
554,3.0561369e-18,0
555,6.9872267e-16,0
556,3.9707532e-15,0
557,2.8134596e-14,0
558,5.010683e-15,0
559,2.1175815e-15,0
560,7.634385e-13,0
561,9.413188e-14,0
562,1.0064523e-15,0
563,1.4351093e-14,0
564,5.9872456e-14,0
565,4.890745e-16,0
566,6.015834e-12,0
567,2.759782e-12,0
568,1.8865408e-11,0
569,2.237489e-13,0
570,4.4737418e-17,0
571,9.109655e-16,0
572,1.0846874e-14,0
573,3.6833482e-14,0
574,9.972772e-14,0
575,9.473043e-17,0
576,8.1268353e-10,0
577,2.45816e-07,0
578,1.371688e-07,0
579,2.6042293e-10,0
580,4.4817817e-12,0
581,1.01594836e-17,0
582,1.5697603e-17,0
583,5.104259e-19,0
584,1.8058108e-18,0
585,3.9664613e-19,0
586,5.8076385e-16,0
587,2.2426928e-17,0
588,4.6117395e-18,0
589,6.2959324e-17,0
590,4.485135e-19,0
591,1.2758718e-22,0
592,6.27081e-18,0
593,6.3089634e-17,0
594,1.4072584e-17,0
595,6.1630655e-20,0
596,1.2068317e-25,0
597,1.0250086e-21,0
598,4.5825206e-19,0
599,2.6010007e-19,0
600,1.0806502e-18,0
601,2.5410217e-18,0
602,6.910201e-15,0
603,7.529448e-15,0
604,2.4736328e-14,0
605,1.2975255e-13,0
606,9.173437e-16,0
607,4.4169922e-14,0
608,9.6810716e-14,0
609,2.143464e-14,0
610,4.8915523e-14,0
611,8.5465164e-14,0
612,3.4351935e-16,0
613,2.0940935e-11,0
614,7.7679596e-14,0
615,9.9783615e-15,0
616,9.339312e-18,0
617,1.0313012e-18,0
618,8.2438545e-20,0
619,1.5317992e-19,0
620,2.0550423e-20,0
621,2.5148559e-21,0
622,4.6180823e-23,0
623,2.0580312e-20,0
624,2.8911786e-16,0
625,4.1670907e-14,0
626,1.5573457e-13,0
627,7.1617355e-18,0
628,1.9210493e-20,0
629,5.0574405e-16,0
630,3.273284e-17,0
631,4.5532335e-17,0
632,6.9150625e-20,0
633,6.715171e-23,0
634,6.1255842e-21,0
635,3.635876e-18,0
636,1.1494462e-19,0
637,7.133675e-19,0
638,7.11128e-21,0
639,7.8307457e-19,0
640,9.103021e-16,0
641,4.722606e-15,0
642,3.2517942e-15,0
643,2.308138e-15,0
644,1.8831169e-20,0
645,8.517739e-15,0
646,1.115267e-13,0
647,5.6160067e-14,0
648,2.0643815e-15,0
649,1.1637839e-14,0
650,2.220641e-12,0
651,6.12375e-10,0
652,2.4472405e-10,0
653,2.9973368e-09,0
654,1.2708865e-13,0
655,1.0285211e-15,0
656,4.6144956e-13,0
657,1.3106151e-15,0
658,3.965042e-14,0
659,6.0298456e-17,0
660,1.5729258e-24,0
661,2.6883238e-16,0
662,5.334318e-13,0
663,6.172554e-14,0
664,4.2746338e-14,0
665,1.12976175e-20,0
666,5.001123e-20,0
667,6.574671e-15,0
668,4.140962e-13,0
669,3.481794e-14,0
670,8.890386e-16,0
671,6.37731e-20,0
672,5.748712e-19,0
673,1.5075362e-15,0
674,9.4029816e-17,0
675,6.201141e-16,0
676,3.3396572e-22,0
677,3.725847e-19,0
678,2.2483037e-13,0
679,6.64584e-12,0
680,5.7650323e-10,0
681,3.2373288e-09,0
682,2.5327704e-15,0
683,1.6217158e-18,0
684,1.8109145e-19,0
685,7.7813744e-19,0
686,2.5778668e-19,0
687,3.2236006e-13,0
688,1.2540056e-12,0
689,2.7912778e-10,0
690,1.9344944e-10,0
691,3.0289755e-12,0
692,4.2457767e-19,0
693,1.8947034e-20,0
694,1.2792219e-19,0
695,4.3072758e-20,0
696,1.0433186e-18,0
697,2.1779379e-21,0
698,1.2850242e-09,0
699,7.4756116e-08,0
700,3.5682624e-09,0
701,2.9801668e-09,0
702,1.23539365e-11,0
703,1.9830255e-15,0
704,1.986123e-14,0
705,1.2194397e-14,0
706,1.3100088e-13,0
707,9.238695e-14,0
708,5.604316e-16,0
709,3.7682246e-13,0
710,6.706194e-13,0
711,3.019769e-12,0
712,8.120765e-13,0
713,2.1133046e-15,0
714,6.403276e-11,0
715,4.9448792e-11,0
716,8.1694304e-11,0
717,4.0330494e-13,0
718,3.0097608e-14,0
719,7.442125e-15,0
720,2.5513503e-11,0
721,2.618362e-12,0
722,9.357794e-12,0
723,1.34941064e-14,0
724,7.8818185e-10,0
725,2.9021723e-09,0
726,5.2662923e-09,0
727,6.550173e-08,0
728,1.9374343e-07,0
729,2.0526967e-15,0
730,2.7352318e-11,0
731,2.4855682e-12,0
732,5.2642908e-14,0
733,3.4506762e-17,0
734,9.630098e-21,0
735,1.2276292e-17,0
736,1.0295692e-15,0
737,1.1881315e-16,0
738,3.8915e-16,0
739,2.6211335e-17,0
740,3.0706075e-16,0
741,2.7070054e-13,0
742,6.78757e-14,0
743,1.8380191e-15,0
744,1.16982215e-17,0
745,3.759041e-18,0
746,3.7735413e-16,0
747,5.838205e-15,0
748,7.851819e-15,0
749,3.0018015e-15,0
750,1.5939976e-20,0
751,6.315739e-14,0
752,1.9042248e-12,0
753,2.4202593e-12,0
754,2.9608757e-12,0
755,7.804756e-15,0
756,5.3479586e-17,0
757,2.6279845e-15,0
758,1.6558925e-17,0
759,3.5836627e-17,0
760,5.5436685e-18,0
761,9.44108e-17,0
762,7.735128e-16,0
763,5.0828933e-16,0
764,5.229654e-18,0
765,4.0573026e-19,0
766,1.9081729e-20,0
767,1.2552879e-20,0
768,2.8225857e-18,0
769,2.7572639e-18,0
770,4.1557854e-19,0
771,3.911846e-16,0
772,9.465689e-14,0
773,2.3271553e-15,0
774,5.75296e-14,0
775,1.8571754e-15,0
776,2.336899e-20,0
777,1.3167042e-14,0
778,3.5608138e-11,0
779,4.4313247e-12,0
780,4.080574e-13,0
781,1.1212838e-17,0
782,1.8344468e-15,0
783,6.031845e-14,0
784,5.500449e-16,0
785,6.190751e-13,0
786,4.1709634e-14,0
787,9.278343e-17,0
788,1.07735584e-13,0
789,1.8368935e-12,0
790,1.1311167e-11,0
791,7.346848e-13,0
792,7.211294e-20,0
793,5.177062e-15,0
794,2.1724658e-13,0
795,2.845303e-15,0
796,4.1747935e-17,0
797,1.2964661e-18,0
798,2.38451e-19,0
799,2.2642273e-16,0
800,9.618589e-17,0
801,4.1028165e-17,0
802,2.449826e-19,0
803,7.8299954e-20,0
804,2.9002322e-19,0
805,1.0464242e-17,0
806,2.7235222e-16,0
807,1.1258963e-16,0
808,3.747813e-12,0
809,5.2086747e-08,0
810,8.822977e-10,0
811,2.6204804e-08,0
812,2.2421043e-08,0
813,2.03382e-14,0
814,1.586235e-18,0
815,7.0677602e-15,0
816,2.643961e-16,0
817,2.5131893e-19,0
818,8.0392494e-22,0
819,5.698614e-15,0
820,4.110281e-13,0
821,8.221576e-15,0
822,1.9918552e-14,0
823,2.0513173e-17,0
824,2.2423057e-19,0
825,9.607856e-15,0
826,1.0012946e-14,0
827,4.219574e-14,0
828,4.611251e-16,0
829,3.9545813e-14,0
830,6.0786606e-12,0
831,6.417263e-11,0
832,9.897028e-11,0
833,1.8886658e-10,0
834,5.537439e-16,0
835,9.16293e-19,0
836,1.1902046e-16,0
837,2.9012733e-18,0
838,4.680148e-18,0
839,1.5155234e-21,0
840,9.1492334e-20,0
841,6.8319514e-18,0
842,8.79045e-19,0
843,8.722384e-17,0
844,3.7289855e-21,0
845,1.8267699e-25,0
846,1.12416874e-20,0
847,1.29171275e-17,0
848,1.0925337e-18,0
849,5.373003e-19,0
850,7.462742e-21,0
851,5.889139e-22,0
852,1.9490102e-20,0
853,2.5457828e-20,0
854,8.403696e-19,0
855,3.2849126e-20,0
856,4.46844e-16,0
857,2.6158993e-13,0
858,1.2553437e-15,0
859,2.4028415e-15,0
860,2.5989336e-15,0
861,6.3865257e-16,0
862,5.3806614e-16,0
863,2.2162287e-15,0
864,4.8052543e-15,0
865,3.0034755e-14,0
866,1.03429804e-13,0
867,8.287921e-12,0
868,2.8005728e-10,0
869,1.6901017e-10,0
870,2.076714e-12,0
871,1.6213884e-10,0
872,7.742618e-11,0
873,4.8299765e-13,0
874,4.2592535e-13,0
875,6.7888878e-15,0
876,1.7316037e-18,0
877,7.285112e-14,0
878,1.0120253e-11,0
879,3.7434097e-13,0
880,1.3481747e-12,0
881,1.0000373e-17,0
882,2.9418097e-16,0
883,2.6994752e-15,0
884,4.565234e-17,0
885,5.596033e-14,0
886,7.210895e-16,0
887,6.76358e-23,0
888,3.2373131e-15,0
889,1.0171791e-14,0
890,1.297131e-15,0
891,6.462548e-16,0
892,2.3148855e-21,0
893,1.3552042e-21,0
894,1.1651644e-16,0
895,1.0207803e-18,0
896,1.6456659e-17,0
897,7.296911e-20,0
898,8.8593395e-24,0
899,9.7072206e-21,0
900,2.1439042e-19,0
901,2.0002154e-18,0
902,3.378035e-20,0
903,1.2542731e-20,0
904,2.3038668e-19,0
905,9.691652e-19,0
906,7.5976656e-20,0
907,5.402493e-20,0
908,1.2728039e-23,0
909,3.853298e-17,0
910,8.798889e-15,0
911,4.088335e-16,0
912,1.18283255e-14,0
913,4.0640315e-16,0
914,4.9075665e-23,0
915,8.91443e-12,0
916,3.537768e-08,0
917,9.242247e-08,0
918,1.5906488e-11,0
919,5.370842e-15,0
920,5.0689326e-16,0
921,1.357573e-15,0
922,1.1841486e-18,0
923,5.9371583e-16,0
924,1.071905e-18,0
925,8.3613783e-22,0
926,9.023166e-14,0
927,2.6396767e-13,0
928,4.3787941e-13,0
929,1.7650033e-13,0
930,2.4442382e-16,0
931,2.0447454e-18,0
932,5.050426e-11,0
933,1.8424164e-12,0
934,6.942009e-12,0
935,9.632064e-17,0
936,8.695677e-24,0
937,1.289253e-22,0
938,1.3336004e-18,0
939,8.5918987e-19,0
940,7.695363e-17,0
941,3.2634193e-19,0
942,1.3331235e-16,0
943,9.152697e-11,0
944,6.095991e-10,0
945,1.3329706e-09,0
946,2.1922679e-12,0
947,2.0033836e-19,0
948,1.0775283e-21,0
949,5.7005055e-15,0
950,4.0374113e-14,0
951,1.4012703e-12,0
952,3.725098e-17,0
953,5.014237e-24,0
954,5.00611e-18,0
955,4.0090227e-12,0
956,1.0195026e-13,0
957,2.208251e-10,0
958,8.93495e-14,0
959,4.146021e-24,0
960,3.2833035e-16,0
961,1.8593357e-13,0
962,1.5769461e-15,0
963,1.65839e-13,0
964,2.684825e-19,0
965,1.749372e-24,0
966,7.508864e-20,0
967,4.080167e-18,0
968,8.816583e-18,0
969,2.9250992e-18,0
970,7.045842e-24,0
971,1.2219912e-22,0
972,2.1358238e-18,0
973,1.5699137e-20,0
974,8.858415e-19,0
975,2.001099e-20,0
976,2.841406e-25,0
977,5.241734e-19,0
978,2.423748e-15,0
979,1.4771869e-17,0
980,3.0311296e-17,0
981,3.12822e-24,0
982,2.6514083e-21,0
983,5.2885633e-15,0
984,1.6664158e-12,0
985,2.1395926e-13,0
986,5.651753e-12,0
987,1.2724598e-22,0
988,1.6882226e-26,0
989,7.617124e-16,0
990,1.3786939e-15,0
991,9.672167e-16,0
992,2.2175395e-15,0
993,4.3986934e-16,0
994,4.788164e-15,0
995,8.190415e-11,0
996,1.9351935e-12,0
997,8.669926e-12,0
998,4.9432237e-17,0
999,9.2993235e-24,0
1000,1.4452715e-12,0
1001,1.7303861e-06,0
1002,1.4696275e-07,0
1003,6.284857e-07,0
1004,1.027184e-15,0
1005,6.610355e-23,0
1006,2.2724898e-17,0
1007,2.2449463e-15,0
1008,7.4324157e-17,0
1009,1.2925705e-13,0
1010,7.1525075e-18,0
1011,2.0970195e-22,0
1012,2.1893887e-16,0
1013,2.696993e-16,0
1014,1.0371056e-16,0
1015,2.8055668e-21,0
1016,1.6702488e-25,0
1017,2.5198647e-24,0
1018,6.90366e-17,0
1019,1.27371115e-17,0
1020,1.0880015e-16,0
1021,2.5673385e-18,0
1022,3.653614e-20,0
1023,5.4562284e-16,0
1024,4.0976764e-14,0
1025,2.3963627e-13,0
1026,1.5469815e-16,0
1027,1.3729665e-17,0
1028,3.1386718e-21,0
1029,2.87366e-14,0
1030,4.5488263e-16,0
1031,8.07857e-14,0
1032,2.3106982e-18,0
1033,1.7019226e-13,0
1034,8.5684694e-14,0
1035,3.0827018e-12,0
1036,4.025013e-12,0
1037,1.4969727e-14,0
1038,3.8428352e-23,0
1039,1.3757169e-20,0
1040,7.04092e-18,0
1041,5.268376e-19,0
1042,1.4510103e-17,0
1043,2.2474544e-17,0
1044,6.120551e-17,0
1045,1.4130123e-12,0
1046,1.2933078e-13,0
1047,1.2225331e-13,0
1048,5.216727e-16,0
1049,7.4904064e-21,0
1050,1.3621795e-15,0
1051,4.00701e-13,0
1052,2.6932626e-15,0
1053,3.762416e-16,0
1054,4.4912156e-18,0
1055,2.144489e-15,0
1056,3.3314065e-10,0
1057,4.3201618e-07,0
1058,2.473483e-07,0
1059,9.052688e-12,0
1060,2.69657e-17,0
1061,6.625747e-18,0
1062,1.8529562e-17,0
1063,9.6091076e-21,0
1064,5.001068e-19,0
1065,1.2902167e-23,0
1066,2.2899965e-19,0
1067,6.40742e-14,0
1068,8.656864e-14,0
1069,7.1447436e-12,0
1070,8.791725e-19,0
1071,4.614253e-19,0
1072,1.0328515e-12,0
1073,3.2153263e-11,0
1074,3.5730193e-11,0
1075,6.1905675e-11,0
1076,5.3173086e-15,0
1077,6.699394e-20,0
1078,1.6597956e-16,0
1079,3.671641e-18,0
1080,2.041374e-15,0
1081,4.695381e-19,0
1082,1.7279679e-18,0
1083,5.1584884e-16,0
1084,1.7950032e-15,0
1085,3.7994675e-17,0
1086,4.8789842e-17,0
1087,7.2320104e-20,0
1088,5.5017685e-17,0
1089,0.00024773285,0
1090,0.99999386,1
1091,0.99999934,1
1092,4.6858568e-07,0
1093,4.3651435e-13,0
1094,2.4611943e-14,0
