time_s,ax,ay,az,gx,gy,gz,current,voltage,power,label
92.439,1196.0,-1380.0,21652.0,-133.0,414.0,-52.0,0.38,12.36,4.69,normal
92.547,-964.0,388.0,23216.0,-453.0,-283.0,-92.0,0.431,12.38,5.33,normal
92.655,2192.0,-1568.0,20336.0,-261.0,554.0,3.0,0.42,12.34,5.19,normal
92.763,2368.0,-92.0,19988.0,-344.0,763.0,54.0,0.287,12.31,3.53,normal
92.871,3144.0,176.0,19304.0,-728.0,675.0,256.0,0.207,12.27,2.54,normal
92.98,-196.0,-660.0,22996.0,-231.0,-234.0,-134.0,0.154,12.24,1.88,normal
93.087,3868.0,652.0,21108.0,-430.0,445.0,-56.0,0.123,12.25,1.51,normal
93.196,1884.0,-56.0,22488.0,-637.0,395.0,-29.0,0.158,12.26,1.94,normal
93.303,1516.0,-876.0,21568.0,-377.0,307.0,-161.0,0.256,12.31,3.16,normal
93.412,92.0,1320.0,21264.0,-706.0,314.0,-96.0,0.392,12.36,4.84,normal
93.52,-1308.0,-1668.0,24128.0,-201.0,-148.0,-116.0,0.422,12.36,5.21,normal
93.629,-1316.0,-1056.0,20048.0,-31.0,-310.0,-39.0,0.388,12.33,4.78,normal
93.737,-904.0,-352.0,22572.0,-373.0,-275.0,16.0,0.273,12.3,3.36,normal
93.845,852.0,-264.0,21564.0,-239.0,288.0,-154.0,0.155,12.24,1.9,normal
93.953,1944.0,84.0,20716.0,-273.0,505.0,-79.0,0.124,12.24,1.51,normal
94.061,2020.0,548.0,20040.0,-452.0,585.0,30.0,0.132,12.24,1.62,normal
94.169,60.0,-504.0,22200.0,-161.0,-32.0,-187.0,0.212,12.29,2.61,normal
94.278,140.0,-916.0,22140.0,-437.0,177.0,68.0,0.303,12.34,3.74,normal
94.385,6584.0,1032.0,17696.0,-350.0,653.0,-39.0,0.381,12.36,4.71,normal
94.493,-2360.0,-3012.0,25352.0,-423.0,212.0,-569.0,0.436,12.36,5.39,normal
94.601,3172.0,-96.0,19892.0,-278.0,619.0,54.0,0.408,12.34,5.03,normal
94.709,952.0,-1828.0,21552.0,-202.0,732.0,-19.0,0.313,12.32,3.84,normal
94.817,1748.0,-724.0,20692.0,-203.0,100.0,-50.0,0.229,12.24,2.8,normal
94.925,3056.0,-1104.0,20796.0,-472.0,477.0,-167.0,0.144,12.23,1.76,normal
95.033,1876.0,296.0,19576.0,-375.0,-193.0,-121.0,0.12,12.24,1.47,normal
95.141,5304.0,-1252.0,20380.0,-338.0,727.0,121.0,0.13,12.26,1.6,normal
95.249,4376.0,244.0,21468.0,-650.0,1390.0,39.0,0.202,12.3,2.49,normal
95.357,912.0,268.0,20248.0,-610.0,294.0,-23.0,0.298,12.34,3.68,normal
95.466,1928.0,-1072.0,19444.0,-440.0,259.0,-59.0,0.365,12.36,4.51,normal
95.573,2320.0,164.0,20140.0,-583.0,598.0,1.0,0.433,12.37,5.36,normal
95.682,-408.0,416.0,21992.0,-787.0,-169.0,113.0,0.423,12.35,5.21,normal
95.79,60.0,-1808.0,21204.0,-341.0,353.0,-196.0,0.341,12.33,4.19,normal
95.898,2296.0,1308.0,19944.0,-555.0,204.0,72.0,0.203,12.26,3.01,normal
96.006,2684.0,-128.0,19276.0,-676.0,848.0,-89.0,0.14,12.25,1.72,normal
96.114,500.0,436.0,19564.0,-532.0,117.0,53.0,0.118,12.24,1.45,normal
96.222,-472.0,-1480.0,21112.0,-401.0,19.0,-67.0,0.141,12.26,1.73,normal
96.33,1372.0,1372.0,20120.0,-615.0,459.0,-41.0,0.252,12.31,3.11,normal
96.438,1892.0,-660.0,19396.0,-481.0,277.0,136.0,0.327,12.34,4.04,normal
96.547,-4680.0,-136.0,22592.0,-632.0,-729.0,-62.0,0.39,12.36,4.82,normal
96.654,140.0,-576.0,21208.0,-506.0,-37.0,-85.0,0.43,12.36,5.31,normal
96.762,1452.0,-544.0,20796.0,-460.0,511.0,-111.0,0.412,12.35,5.08,normal
96.871,-2008.0,-632.0,22516.0,-521.0,-330.0,-49.0,0.334,12.32,4.1,normal
96.979,1916.0,-424.0,21388.0,-510.0,333.0,130.0,0.207,12.26,2.53,normal
97.086,1124.0,-628.0,22416.0,-307.0,291.0,-42.0,0.155,12.25,1.9,normal
97.195,-176.0,-1224.0,22020.0,-483.0,380.0,-85.0,0.124,12.25,1.52,normal
97.303,-372.0,-496.0,22616.0,-634.0,181.0,-88.0,0.122,12.25,1.5,normal
97.411,-2044.0,-1580.0,22984.0,-476.0,92.0,-135.0,0.186,12.28,2.29,normal
97.519,-2352.0,-1480.0,22456.0,-201.0,-195.0,-239.0,0.29,12.32,3.58,normal
97.628,-104.0,-1272.0,20408.0,-310.0,-110.0,7.0,0.405,12.37,5.01,normal
97.736,-1956.0,-2284.0,23016.0,-128.0,-751.0,-79.0,0.428,12.36,5.28,normal
97.844,4788.0,-1304.0,19376.0,-284.0,1016.0,-123.0,0.392,12.33,4.83,normal
97.952,648.0,-2184.0,23568.0,-232.0,439.0,-113.0,0.284,12.3,3.49,normal
98.06,1392.0,-20.0,21188.0,-339.0,264.0,56.0,0.167,12.25,2.04,normal
98.168,1564.0,-1696.0,23060.0,-97.0,437.0,-162.0,0.126,12.25,1.54,normal
98.276,-1936.0,-756.0,23460.0,-319.0,-189.0,10.0,0.122,12.25,1.5,normal
98.384,320.0,-240.0,22348.0,-219.0,275.0,-111.0,0.144,12.27,1.77,normal
98.492,912.0,-808.0,16232.0,-90.0,268.0,-40.0,0.245,12.3,3.02,normal
98.6,-1084.0,256.0,22284.0,-41.0,324.0,-303.0,0.311,12.34,3.83,normal
98.708,-1116.0,0.0,22876.0,-285.0,-231.0,-124.0,0.382,12.36,4.72,normal
98.817,492.0,-1012.0,20844.0,-386.0,-139.0,19.0,0.429,12.37,5.31,normal
98.924,996.0,100.0,21164.0,-271.0,24.0,-21.0,0.421,12.35,5.19,normal
99.033,1516.0,792.0,22228.0,-60.0,1041.0,-118.0,0.359,12.32,4.41,normal
99.141,-6372.0,628.0,26072.0,-614.0,-1430.0,-134.0,0.225,12.27,2.75,normal
99.248,2380.0,132.0,19684.0,-419.0,320.0,48.0,0.161,12.24,1.98,normal
99.357,-492.0,780.0,21552.0,-357.0,-396.0,-42.0,0.118,12.25,1.45,normal
99.465,1672.0,-360.0,21912.0,-501.0,706.0,-88.0,0.149,12.26,1.61,normal
99.573,-1864.0,-276.0,22660.0,-332.0,-338.0,12.0,0.185,12.29,2.27,normal
99.681,276.0,-80.0,20736.0,-293.0,-220.0,-55.0,0.28,12.32,3.45,normal
99.789,-380.0,-212.0,20304.0,-459.0,202.0,51.0,0.36,12.36,4.45,normal
99.897,-2264.0,-1040.0,21048.0,-490.0,-24.0,-11.0,0.43,12.36,5.31,normal
100.005,-1876.0,-1212.0,23184.0,-332.0,-291.0,-65.0,0.429,12.35,5.29,normal
100.113,1872.0,-204.0,19936.0,-392.0,429.0,-138.0,0.375,12.33,4.62,normal
100.221,-420.0,-132.0,21272.0,-470.0,154.0,1.0,0.236,12.28,2.89,normal
100.33,-2488.0,-2056.0,23680.0,-569.0,-126.0,-113.0,0.171,12.26,2.1,normal
100.438,932.0,-1704.0,21904.0,-201.0,534.0,-174.0,0.12,12.24,1.47,normal
100.547,2800.0,300.0,20788.0,-338.0,503.0,1.0,0.151,12.26,1.61,normal
100.654,2104.0,-760.0,22568.0,-384.0,435.0,-51.0,0.211,12.3,2.6,normal
100.763,-780.0,-2348.0,21668.0,-81.0,322.0,-44.0,0.312,12.34,3.85,normal
100.871,1884.0,304.0,20172.0,-343.0,433.0,-256.0,0.387,12.36,4.79,normal
100.978,3780.0,72.0,19952.0,-332.0,589.0,-77.0,0.438,12.36,5.41,normal
101.087,6504.0,-516.0,18432.0,-143.0,348.0,115.0,0.424,12.35,5.22,normal
101.195,-8664.0,-2956.0,28652.0,-433.0,-1227.0,-485.0,0.348,12.32,4.29,normal
101.305,936.0,304.0,21192.0,-453.0,135.0,-145.0,0.173,12.25,2.12,normal
101.412,736.0,-2304.0,22660.0,-450.0,280.0,-241.0,0.129,12.25,1.58,normal
101.52,-1932.0,764.0,22712.0,-437.0,-234.0,-249.0,0.122,12.25,1.49,normal
101.629,1648.0,184.0,20796.0,-458.0,314.0,-77.0,0.154,12.28,1.89,normal
101.735,3092.0,-1284.0,18712.0,-389.0,1034.0,-190.0,0.271,12.32,3.34,normal
101.844,-3856.0,168.0,21940.0,-397.0,-617.0,-200.0,0.346,12.35,4.28,normal
101.952,4188.0,-1436.0,17844.0,-145.0,668.0,-94.0,0.399,12.37,4.94,normal
102.061,1120.0,1204.0,21520.0,-536.0,71.0,1.0,0.436,12.36,5.38,normal
102.168,1152.0,1224.0,21936.0,-756.0,376.0,-4.0,0.414,12.34,5.11,normal
102.277,-320.0,-524.0,22052.0,-343.0,-184.0,-52.0,0.325,12.32,4.0,normal
102.385,-108.0,-1312.0,22124.0,-273.0,269.0,-360.0,0.195,12.26,2.39,normal
102.493,-7160.0,512.0,24672.0,-445.0,-1524.0,-27.0,0.142,12.24,1.73,normal
102.6,52.0,-524.0,21896.0,-450.0,153.0,-73.0,0.134,12.23,1.64,normal
102.709,416.0,-868.0,22588.0,-468.0,89.0,-175.0,0.178,12.28,1.82,normal
102.817,-2036.0,-1124.0,22952.0,-222.0,-135.0,-16.0,0.274,12.32,3.38,normal
102.925,864.0,-1724.0,21004.0,-140.0,384.0,-141.0,0.354,12.35,4.37,normal
103.033,-156.0,356.0,22404.0,-352.0,-154.0,-139.0,0.403,12.36,4.99,normal
103.141,-2264.0,-1096.0,25412.0,-328.0,-68.0,-303.0,0.421,12.36,5.2,normal
103.249,2396.0,668.0,19016.0,-450.0,273.0,88.0,0.35,12.33,4.3,normal
103.357,-788.0,-1012.0,22804.0,-326.0,457.0,-152.0,0.247,12.3,3.03,normal
103.465,384.0,-32.0,20384.0,-51.0,-223.0,-58.0,0.143,12.25,1.75,normal
103.573,-272.0,960.0,22188.0,-561.0,381.0,-146.0,0.124,12.24,1.52,normal
103.681,8008.0,452.0,15332.0,-444.0,2063.0,-188.0,0.135,12.25,1.65,normal
103.789,6976.0,-2804.0,21756.0,-389.0,2361.0,206.0,0.226,12.3,2.79,normal
103.898,-572.0,-1488.0,21280.0,-182.0,15.0,-48.0,0.312,12.34,3.85,normal
104.005,2124.0,-160.0,20616.0,-311.0,419.0,-68.0,0.394,12.36,4.87,normal
104.113,-752.0,496.0,23164.0,-472.0,-108.0,18.0,0.436,12.36,5.38,normal
104.222,-888.0,2820.0,21144.0,-840.0,-159.0,156.0,0.406,12.34,5.0,normal
104.331,6268.0,-1376.0,17600.0,-405.0,1672.0,-17.0,0.279,12.3,3.43,normal
104.437,4564.0,36.0,17700.0,-378.0,712.0,-23.0,0.193,12.25,2.36,normal
104.547,1328.0,-492.0,21004.0,-322.0,231.0,-105.0,0.128,12.23,1.57,normal
104.654,2080.0,-332.0,18532.0,-491.0,650.0,-149.0,0.135,12.25,1.65,normal
104.762,1712.0,660.0,20584.0,-476.0,344.0,28.0,0.171,12.27,2.1,normal
104.87,-1588.0,-972.0,22084.0,-325.0,-290.0,-131.0,0.328,12.34,4.05,normal
104.978,-4320.0,1416.0,27720.0,-657.0,-1193.0,-181.0,0.38,12.36,4.7,normal
105.087,776.0,-1812.0,21120.0,35.0,589.0,-123.0,0.427,12.36,5.28,normal
105.195,-956.0,-500.0,22404.0,-305.0,-117.0,-147.0,0.408,12.33,5.03,normal
105.304,-764.0,-1548.0,21828.0,-410.0,223.0,-144.0,0.259,12.3,3.18,normal
105.411,-484.0,-756.0,22536.0,-108.0,18.0,-6.0,0.176,12.26,2.16,normal
105.519,6160.0,-208.0,16640.0,-258.0,868.0,37.0,0.13,12.24,1.59,normal
105.627,13084.0,-456.0,16552.0,-317.0,3167.0,-98.0,0.144,12.26,1.76,normal
105.736,-1964.0,-1528.0,22880.0,-356.0,-484.0,-149.0,0.214,12.3,2.64,normal
105.844,1260.0,-424.0,19964.0,-493.0,338.0,46.0,0.362,12.35,4.48,normal
105.952,2456.0,-404.0,19512.0,-467.0,449.0,120.0,0.431,12.37,5.12,normal
106.06,5000.0,-3464.0,18664.0,-372.0,876.0,3.0,0.414,12.35,5.1,normal
106.169,-1696.0,-1272.0,20808.0,-271.0,-100.0,-131.0,0.337,12.32,4.15,normal
106.278,2808.0,-412.0,20284.0,-519.0,380.0,41.0,0.189,12.26,2.32,normal
106.387,1416.0,712.0,21224.0,-739.0,233.0,-107.0,0.122,12.23,1.5,normal
106.494,-936.0,-480.0,23544.0,-616.0,600.0,-58.0,0.138,12.25,1.69,normal
106.602,576.0,1388.0,20796.0,-592.0,317.0,-98.0,0.193,12.28,2.37,normal
106.71,-2704.0,96.0,21576.0,-231.0,-767.0,-314.0,0.346,12.35,4.27,normal
106.818,-5740.0,-728.0,30228.0,-382.0,-913.0,-422.0,0.415,12.36,5.12,normal
106.926,2672.0,-1656.0,20616.0,3.0,768.0,-178.0,0.42,12.37,5.18,normal
107.034,148.0,-844.0,21748.0,-252.0,271.0,-61.0,0.413,12.34,5.1,normal
107.142,1560.0,-664.0,19204.0,-226.0,508.0,-132.0,0.264,12.3,3.23,normal
107.25,-2680.0,-424.0,23488.0,-559.0,-238.0,-4.0,0.181,12.26,2.22,normal
107.358,2192.0,-1132.0,20640.0,-383.0,384.0,-8.0,0.134,12.23,1.64,normal
107.467,-5528.0,-2460.0,23784.0,-255.0,-945.0,-256.0,0.14,12.25,1.72,normal
107.575,172.0,-748.0,22608.0,-174.0,-17.0,-144.0,0.241,12.3,2.97,normal
107.683,2152.0,-620.0,21696.0,-135.0,195.0,-98.0,0.347,12.35,4.28,normal
107.791,604.0,-28.0,21208.0,-240.0,25.0,-177.0,0.428,12.36,5.09,normal
107.9,-152.0,-2304.0,22236.0,-167.0,-189.0,-308.0,0.435,12.35,5.36,normal
108.008,836.0,-1408.0,21832.0,-547.0,166.0,-238.0,0.375,12.34,4.62,normal
108.116,-876.0,332.0,21160.0,-598.0,-181.0,-109.0,0.269,12.28,3.31,normal
108.224,-320.0,-768.0,21128.0,-426.0,18.0,-114.0,0.16,12.23,1.96,normal
108.332,-28.0,-328.0,21840.0,-323.0,277.0,-4.0,0.12,12.25,1.47,normal
108.44,4780.0,656.0,19620.0,-357.0,1172.0,-158.0,0.135,12.25,1.66,normal
108.548,200.0,1552.0,21676.0,-502.0,183.0,-181.0,0.256,12.31,3.16,normal
108.657,-196.0,-1232.0,21080.0,-427.0,3.0,-78.0,0.351,12.35,4.34,normal
108.764,-316.0,-1240.0,22276.0,-490.0,128.0,-196.0,0.41,12.37,5.07,normal
108.872,-1820.0,-836.0,23024.0,-246.0,-520.0,-228.0,0.42,12.35,5.18,normal
108.981,-356.0,-4208.0,23036.0,-133.0,-144.0,-203.0,0.328,12.32,4.04,normal
109.089,-1856.0,-1212.0,24736.0,-213.0,-307.0,-224.0,0.211,12.28,2.58,normal
109.198,1836.0,124.0,20932.0,-347.0,257.0,-53.0,0.13,12.23,1.59,normal
109.306,3984.0,-148.0,18260.0,-293.0,775.0,65.0,0.149,12.25,1.83,normal
109.414,-304.0,-332.0,21984.0,-518.0,125.0,-65.0,0.222,12.3,2.73,normal
109.522,-2948.0,-624.0,22216.0,-327.0,-399.0,-148.0,0.356,12.34,4.4,normal
109.63,2648.0,-504.0,19700.0,-238.0,184.0,95.0,0.428,12.36,5.29,normal
109.738,-5484.0,-1836.0,23288.0,-300.0,-144.0,-357.0,0.424,12.36,5.23,normal
109.847,3060.0,-168.0,19192.0,-377.0,435.0,20.0,0.295,12.31,3.62,normal
109.955,1596.0,-2160.0,20884.0,-290.0,42.0,40.0,0.174,12.25,2.59,normal
110.063,2200.0,-1760.0,20724.0,-206.0,223.0,66.0,0.131,12.24,1.61,normal
110.171,1212.0,-176.0,20916.0,-404.0,547.0,-33.0,0.123,12.24,1.51,normal
110.28,9032.0,-1100.0,19112.0,-304.0,1673.0,-33.0,0.159,12.25,1.95,normal
110.388,-1964.0,-344.0,23288.0,-188.0,-288.0,-248.0,0.297,12.31,3.67,normal
110.496,-676.0,-1008.0,21424.0,-322.0,-63.0,-151.0,0.343,12.35,4.24,normal
110.603,-1212.0,-564.0,21972.0,-373.0,592.0,-119.0,0.409,12.36,5.06,normal
110.711,3344.0,-1476.0,19552.0,-362.0,14.0,-17.0,0.437,12.36,5.4,normal
110.82,1776.0,-28.0,20860.0,-506.0,1015.0,-216.0,0.391,12.34,4.82,normal
110.928,-1564.0,-1816.0,22356.0,-545.0,360.0,-15.0,0.279,12.3,3.42,normal
111.036,1128.0,1036.0,21376.0,-486.0,348.0,-48.0,0.155,12.24,2.29,normal
111.143,1856.0,-1348.0,21764.0,-216.0,299.0,27.0,0.127,12.23,1.55,normal
111.251,-2136.0,-988.0,22816.0,-316.0,58.0,-126.0,0.138,12.26,1.69,normal
111.36,-4416.0,-2904.0,25924.0,28.0,-806.0,-8.0,0.202,12.32,2.49,normal
111.468,-6752.0,-2056.0,26320.0,-315.0,-1178.0,-353.0,0.361,12.35,4.46,normal
111.576,516.0,-784.0,21828.0,-231.0,82.0,-72.0,0.432,12.36,5.34,normal
111.685,820.0,32.0,19700.0,-170.0,-166.0,-171.0,0.419,12.35,5.16,normal
111.794,40.0,-664.0,20788.0,-199.0,162.0,-184.0,0.269,12.29,3.31,normal
111.901,2340.0,-960.0,19984.0,-193.0,559.0,-137.0,0.194,12.26,2.37,normal
112.009,10016.0,-1036.0,17408.0,-385.0,1726.0,127.0,0.139,12.25,1.7,normal
112.117,2700.0,408.0,20496.0,-389.0,664.0,-100.0,0.127,12.25,1.47,normal
112.226,808.0,-136.0,21444.0,-304.0,555.0,-116.0,0.168,12.28,2.07,normal
112.333,1744.0,-372.0,20532.0,-238.0,60.0,-76.0,0.269,12.32,3.32,normal
112.442,876.0,-368.0,18780.0,-301.0,571.0,-96.0,0.352,12.36,4.35,normal
112.55,7800.0,-1828.0,21884.0,-300.0,2163.0,-280.0,0.429,12.36,5.3,normal
112.657,1428.0,-332.0,21036.0,-237.0,607.0,-175.0,0.428,12.36,5.29,normal
112.765,1520.0,-960.0,20300.0,-284.0,366.0,-13.0,0.405,12.34,4.99,normal
112.873,-432.0,116.0,20816.0,-419.0,28.0,-99.0,0.246,12.29,3.02,normal
112.982,6840.0,-192.0,18204.0,-254.0,1082.0,-199.0,0.18,12.25,2.21,normal
113.09,-5424.0,-1892.0,28340.0,-332.0,1042.0,-172.0,0.129,12.24,1.58,normal
113.199,556.0,-1588.0,23024.0,-356.0,414.0,-131.0,0.172,12.27,1.79,normal
113.308,-1444.0,-660.0,23092.0,-191.0,286.0,-206.0,0.265,12.32,3.27,normal
113.414,268.0,240.0,21812.0,-170.0,-67.0,60.0,0.35,12.35,4.33,normal
113.524,-3592.0,-2428.0,27996.0,-260.0,144.0,-14.0,0.402,12.36,4.97,normal
113.631,-72.0,-1568.0,21940.0,-409.0,-112.0,-98.0,0.428,12.36,5.29,normal
113.739,-152.0,-676.0,22388.0,-326.0,-83.0,-80.0,0.385,12.33,4.75,normal
113.847,-276.0,496.0,22644.0,-585.0,-223.0,-8.0,0.273,12.3,3.35,normal
113.956,208.0,-388.0,22236.0,-477.0,22.0,-89.0,0.156,12.25,1.9,normal
114.063,-1724.0,-924.0,24664.0,-416.0,59.0,-425.0,0.124,12.24,1.51,normal
114.172,776.0,300.0,22824.0,-303.0,152.0,-143.0,0.131,12.25,1.61,normal
114.279,4324.0,-508.0,19808.0,-473.0,1038.0,6.0,0.206,12.3,2.01,normal
114.387,1772.0,-948.0,19904.0,-106.0,641.0,-167.0,0.306,12.34,3.78,normal
114.496,2080.0,-352.0,20704.0,-430.0,680.0,-43.0,0.377,12.36,4.66,normal
114.604,4084.0,-156.0,24036.0,-375.0,1472.0,-212.0,0.424,12.36,5.25,normal
114.711,3480.0,180.0,18924.0,-240.0,300.0,-4.0,0.422,12.35,5.2,normal
114.821,-644.0,-100.0,22552.0,-222.0,-319.0,-61.0,0.332,12.32,4.09,normal
114.928,1576.0,-1596.0,23440.0,-373.0,730.0,-100.0,0.231,12.28,2.84,normal
115.036,-904.0,-240.0,21396.0,-587.0,191.0,75.0,0.144,12.24,1.76,normal
115.145,-1016.0,696.0,21276.0,-412.0,-153.0,-17.0,0.12,12.25,1.47,normal
115.253,732.0,-1984.0,22996.0,-405.0,556.0,-68.0,0.137,12.26,1.68,normal
115.36,464.0,-44.0,21024.0,-577.0,123.0,86.0,0.249,12.31,3.08,normal
115.468,1636.0,-760.0,20632.0,-366.0,83.0,24.0,0.327,12.34,4.05,normal
115.577,-876.0,-1552.0,22084.0,-306.0,-160.0,-206.0,0.4,12.36,4.94,normal
115.684,1532.0,68.0,20724.0,-588.0,366.0,-1.0,0.436,12.36,5.38,normal
115.792,-708.0,-852.0,21420.0,-160.0,-108.0,-131.0,0.422,12.34,5.2,normal
115.901,852.0,-412.0,21412.0,-261.0,9.0,-56.0,0.35,12.32,4.31,normal
116.008,2384.0,-1684.0,21524.0,-254.0,520.0,-205.0,0.259,12.29,3.18,normal
116.116,1116.0,-1104.0,21512.0,-185.0,299.0,-177.0,0.154,12.25,1.88,normal
116.225,3492.0,-1584.0,20044.0,-195.0,856.0,43.0,0.124,12.24,1.51,normal
116.333,252.0,192.0,20964.0,-647.0,-332.0,-40.0,0.133,12.24,1.64,normal
116.441,-1400.0,-768.0,23308.0,-371.0,-214.0,-162.0,0.238,12.3,2.93,normal
116.549,-1328.0,-984.0,25340.0,-137.0,-115.0,-148.0,0.32,12.34,3.95,normal
116.657,5496.0,2824.0,16100.0,-568.0,721.0,193.0,0.44,12.36,5.43,normal
116.765,-1504.0,-100.0,22256.0,-457.0,-252.0,-129.0,0.428,12.36,5.28,normal
116.874,1280.0,-188.0,20936.0,-470.0,544.0,-270.0,0.406,12.34,5.0,normal
116.981,664.0,-76.0,21640.0,-430.0,-24.0,-100.0,0.304,12.32,3.73,normal
117.089,-412.0,-64.0,20792.0,-302.0,-21.0,-205.0,0.217,12.26,2.66,normal
117.197,-2104.0,-776.0,24664.0,-320.0,-100.0,-372.0,0.13,12.25,1.6,normal
117.306,216.0,-1760.0,23044.0,-170.0,95.0,-120.0,0.122,12.25,1.49,normal
117.413,2152.0,-2752.0,21868.0,-242.0,588.0,-248.0,0.145,12.26,1.78,normal
117.522,-2480.0,-192.0,23620.0,-150.0,-383.0,-29.0,0.255,12.31,3.15,normal
117.629,2016.0,-444.0,22040.0,-364.0,1132.0,-135.0,0.316,12.34,3.9,normal
117.738,4992.0,-2416.0,22928.0,-669.0,1776.0,265.0,0.394,12.36,4.86,normal
117.845,2044.0,-976.0,21756.0,-263.0,750.0,-24.0,0.471,12.36,5.81,normal
117.954,-1516.0,-384.0,23492.0,-532.0,411.0,-128.0,0.428,12.35,5.27,normal
118.062,-1348.0,-352.0,21424.0,-480.0,-300.0,42.0,0.362,12.33,4.46,normal
118.171,-5732.0,1820.0,22420.0,-474.0,-1139.0,-170.0,0.212,12.28,3.15,normal
118.278,936.0,1176.0,20100.0,-455.0,236.0,-70.0,0.136,12.24,1.66,normal
118.388,-1876.0,-396.0,24580.0,-527.0,-296.0,-186.0,0.124,12.23,1.52,normal
118.496,-1304.0,1460.0,22408.0,-560.0,-371.0,-191.0,0.134,12.26,1.64,normal
118.604,1248.0,-384.0,21836.0,-425.0,316.0,-208.0,0.216,12.3,2.66,normal
118.713,16.0,376.0,27444.0,-533.0,149.0,-251.0,0.3,12.33,3.7,normal
118.819,1064.0,-72.0,19904.0,-185.0,-56.0,-16.0,0.358,12.36,4.43,normal
118.928,180.0,-476.0,22860.0,-276.0,-32.0,-85.0,0.428,12.36,5.29,normal
119.036,3132.0,-468.0,20488.0,-510.0,736.0,-16.0,0.424,12.36,5.23,normal
119.144,-2804.0,960.0,24588.0,-558.0,148.0,-143.0,0.415,12.34,5.11,normal
119.252,-2452.0,-952.0,21388.0,-351.0,-403.0,-115.0,0.258,12.29,3.84,normal
119.36,1392.0,-2020.0,22160.0,-507.0,917.0,67.0,0.179,12.26,2.19,normal
119.467,252.0,-536.0,21628.0,-522.0,368.0,3.0,0.133,12.24,1.63,normal
119.576,2536.0,-424.0,20552.0,-427.0,296.0,3.0,0.121,12.26,1.48,normal
119.684,2368.0,-764.0,19540.0,-287.0,697.0,6.0,0.171,12.27,2.1,normal
119.792,3544.0,84.0,18900.0,-581.0,623.0,-13.0,0.25,12.32,3.08,normal
119.899,1524.0,236.0,21924.0,-348.0,285.0,-135.0,0.337,12.34,4.16,normal
