time_s,ax,ay,az,gx,gy,gz,current,voltage,power,label
29.963,-2524.0,-544.0,23800.0,-313.0,-125.0,-53.0,0.416,12.36,5.13,normal
30.071,2692.0,-556.0,21964.0,-135.0,-282.0,118.0,0.366,12.33,4.51,normal
30.179,1528.0,-1820.0,20180.0,-376.0,536.0,-71.0,0.258,12.3,3.16,normal
30.288,-3540.0,-2632.0,20596.0,-107.0,-520.0,-257.0,0.147,12.24,1.8,normal
30.397,-3792.0,-2124.0,30068.0,-296.0,-328.0,-310.0,0.128,12.24,1.57,normal
30.506,3064.0,-1188.0,20760.0,-260.0,519.0,-32.0,0.201,12.29,2.47,normal
30.614,-2584.0,-1944.0,21028.0,-128.0,-186.0,-214.0,0.308,12.35,3.8,normal
30.723,724.0,488.0,20248.0,-451.0,377.0,-122.0,0.431,12.37,5.32,normal
30.831,3452.0,176.0,18244.0,-436.0,-211.0,23.0,0.422,12.36,5.21,normal
30.938,-1456.0,-920.0,22628.0,-355.0,76.0,-206.0,0.358,12.33,4.41,normal
31.047,5280.0,-360.0,18192.0,-559.0,287.0,115.0,0.22,12.28,2.7,normal
31.156,-1260.0,-2256.0,22160.0,-210.0,-170.0,-201.0,0.154,12.24,1.88,normal
31.264,308.0,-1056.0,21404.0,-221.0,29.0,-61.0,0.122,12.24,1.5,normal
31.372,36.0,380.0,21808.0,-479.0,152.0,-60.0,0.156,12.28,1.92,normal
31.481,-336.0,-388.0,22044.0,-184.0,515.0,-251.0,0.286,12.32,3.53,normal
31.589,616.0,-1096.0,20512.0,-302.0,-218.0,-47.0,0.368,12.36,4.55,normal
31.696,2592.0,788.0,15784.0,-370.0,-463.0,-189.0,0.42,12.36,5.19,normal
31.805,972.0,-344.0,21480.0,-284.0,8.0,-42.0,0.426,12.36,5.25,normal
31.912,3980.0,292.0,18392.0,-282.0,-725.0,62.0,0.388,12.34,4.78,normal
32.021,-3840.0,-3864.0,26852.0,-195.0,-370.0,-507.0,0.297,12.32,3.65,normal
32.13,-1492.0,-1476.0,22792.0,-365.0,360.0,-107.0,0.147,12.24,2.15,normal
32.238,-920.0,-1104.0,22164.0,-340.0,131.0,-76.0,0.121,12.24,1.48,normal
32.347,-756.0,-244.0,22856.0,-454.0,94.0,-71.0,0.14,12.25,1.71,normal
32.454,1520.0,564.0,20680.0,-586.0,89.0,-7.0,0.185,12.28,2.28,normal
32.561,636.0,-812.0,22208.0,-396.0,157.0,-100.0,0.351,12.35,4.34,normal
32.67,3260.0,-1236.0,18792.0,-307.0,788.0,-74.0,0.408,12.37,5.04,normal
32.777,2432.0,-988.0,21040.0,-422.0,384.0,-204.0,0.424,12.37,5.23,normal
32.886,2152.0,-1692.0,20820.0,-434.0,359.0,19.0,0.345,12.33,4.24,normal
32.995,5612.0,-1704.0,19648.0,-152.0,1116.0,-123.0,0.246,12.28,3.01,normal
33.103,6764.0,-1768.0,17268.0,-320.0,1695.0,-269.0,0.16,12.25,1.95,normal
33.21,616.0,-1304.0,22624.0,-352.0,19.0,-13.0,0.124,12.24,1.52,normal
33.319,2076.0,-1052.0,22396.0,-231.0,128.0,-301.0,0.156,12.26,1.91,normal
33.426,3496.0,-916.0,18628.0,-343.0,855.0,-58.0,0.235,12.3,2.9,normal
33.534,776.0,416.0,16824.0,-436.0,509.0,74.0,0.328,12.36,4.06,normal
33.642,-824.0,844.0,23692.0,-260.0,172.0,-265.0,0.422,12.37,5.22,normal
33.751,-516.0,-1036.0,21988.0,-386.0,323.0,-190.0,0.435,12.36,5.37,normal
33.859,1984.0,-52.0,21328.0,-445.0,512.0,-52.0,0.389,12.34,4.8,normal
33.967,52.0,556.0,22592.0,-274.0,152.0,-90.0,0.225,12.27,2.76,normal
34.075,2604.0,1116.0,19612.0,-425.0,116.0,24.0,0.151,12.24,1.85,normal
34.183,164.0,-72.0,21904.0,-417.0,107.0,-179.0,0.123,12.23,1.51,normal
34.291,1676.0,820.0,18740.0,-306.0,704.0,-157.0,0.159,12.28,1.95,normal
34.4,-392.0,-1256.0,21248.0,-427.0,-145.0,-142.0,0.279,12.32,3.44,normal
34.507,3548.0,-572.0,18896.0,-405.0,740.0,-126.0,0.342,12.35,4.22,normal
34.615,2120.0,-1772.0,22292.0,-421.0,648.0,-191.0,0.426,12.37,5.12,normal
34.723,5112.0,864.0,19884.0,-841.0,361.0,59.0,0.428,12.36,5.28,normal
34.832,-128.0,-524.0,22412.0,-204.0,191.0,-152.0,0.362,12.33,4.45,normal
34.94,1716.0,-16.0,22768.0,-432.0,1386.0,-223.0,0.267,12.27,3.27,normal
35.047,5424.0,936.0,20444.0,-561.0,1122.0,30.0,0.159,12.25,1.95,normal
35.156,-2056.0,-1128.0,21324.0,-285.0,135.0,-143.0,0.128,12.23,1.56,normal
35.265,-1108.0,-716.0,24252.0,-287.0,201.0,-92.0,0.132,12.24,1.63,normal
35.372,-1668.0,-328.0,21776.0,-548.0,-44.0,-119.0,0.232,12.3,2.86,normal
35.48,792.0,-1116.0,20832.0,-410.0,-48.0,21.0,0.328,12.35,4.05,normal
35.588,912.0,-244.0,21624.0,-342.0,226.0,-56.0,0.393,12.37,4.86,normal
35.695,2896.0,-968.0,20720.0,-595.0,775.0,-69.0,0.433,12.36,5.35,normal
35.804,-832.0,-2052.0,23420.0,-278.0,179.0,-142.0,0.397,12.34,4.89,normal
35.912,996.0,-2368.0,22052.0,-293.0,52.0,154.0,0.292,12.32,3.59,normal
36.02,1628.0,408.0,21856.0,-451.0,10.0,-8.0,0.218,12.25,2.67,normal
36.129,-1136.0,-2008.0,21632.0,-233.0,-129.0,-238.0,0.136,12.24,1.67,normal
36.236,-1308.0,-532.0,23880.0,-415.0,87.0,-140.0,0.127,12.24,1.56,normal
36.345,-3356.0,-1228.0,24636.0,-277.0,-902.0,27.0,0.159,12.26,1.95,normal
36.453,340.0,1380.0,21096.0,-418.0,183.0,218.0,0.281,12.32,3.47,normal
36.561,-1476.0,376.0,20308.0,-454.0,59.0,-15.0,0.352,12.35,4.34,normal
36.669,664.0,-1752.0,21964.0,-256.0,380.0,-170.0,0.4,12.37,4.95,normal
36.777,-2000.0,-876.0,22388.0,-504.0,107.0,-53.0,0.427,12.36,5.43,normal
36.886,3784.0,-1260.0,20188.0,-203.0,977.0,84.0,0.381,12.34,4.7,normal
36.994,448.0,-1076.0,20756.0,-370.0,185.0,-74.0,0.277,12.3,3.4,normal
37.102,288.0,-1980.0,21520.0,-216.0,481.0,-181.0,0.206,12.25,2.52,normal
37.21,-792.0,344.0,20372.0,-543.0,-109.0,-201.0,0.13,12.24,1.6,normal
37.318,2380.0,-1880.0,22000.0,-246.0,662.0,-160.0,0.124,12.24,1.52,normal
37.426,4444.0,-1168.0,17600.0,-272.0,951.0,-7.0,0.156,12.25,1.91,normal
37.534,-1300.0,-988.0,22272.0,-167.0,-213.0,-158.0,0.277,12.32,3.41,normal
37.641,-312.0,-852.0,23696.0,-469.0,96.0,-222.0,0.348,12.35,4.3,normal
37.751,-4588.0,-2204.0,23664.0,-8.0,-1352.0,247.0,0.405,12.37,5.0,normal
37.858,-2204.0,-1080.0,22308.0,-459.0,-528.0,79.0,0.431,12.36,5.4,normal
37.966,2848.0,-2552.0,22312.0,-290.0,336.0,-132.0,0.403,12.34,4.97,normal
38.074,5360.0,24.0,14628.0,-306.0,1059.0,-94.0,0.314,12.32,3.86,normal
38.183,-1828.0,-1876.0,24004.0,-265.0,-213.0,-122.0,0.229,12.26,2.8,normal
38.292,1272.0,-1076.0,22508.0,-222.0,346.0,-165.0,0.126,12.23,1.54,normal
38.399,460.0,-124.0,22116.0,-357.0,107.0,-41.0,0.129,12.24,1.58,normal
38.508,-1316.0,-1052.0,21180.0,-181.0,-217.0,-184.0,0.166,12.26,2.03,normal
38.617,1396.0,-1736.0,21688.0,-219.0,493.0,-74.0,0.313,12.35,3.47,normal
38.725,312.0,-3048.0,21740.0,-171.0,255.0,-91.0,0.377,12.36,4.66,normal
38.833,1268.0,-508.0,21224.0,-343.0,409.0,-265.0,0.454,12.37,5.61,normal
38.941,4504.0,-2860.0,18388.0,-240.0,1184.0,-138.0,0.427,12.35,5.28,normal
39.049,-424.0,140.0,22896.0,-444.0,-125.0,-48.0,0.345,12.32,4.24,normal
39.157,-1576.0,-1308.0,23152.0,106.0,-833.0,189.0,0.238,12.28,2.92,normal
39.265,1876.0,-1820.0,21556.0,-600.0,-581.0,225.0,0.163,12.25,2.0,normal
39.372,2528.0,300.0,18120.0,-496.0,763.0,173.0,0.123,12.24,1.5,normal
39.48,1812.0,-892.0,21368.0,-30.0,668.0,-72.0,0.15,12.26,1.84,normal
39.588,1564.0,-1308.0,21384.0,-478.0,237.0,-152.0,0.213,12.3,2.62,normal
39.696,-1260.0,-784.0,22064.0,-421.0,-52.0,-141.0,0.332,12.35,4.1,normal
39.805,2552.0,-912.0,19976.0,-266.0,398.0,-19.0,0.405,12.37,5.01,normal
39.913,3016.0,512.0,20268.0,-473.0,110.0,-27.0,0.436,12.37,5.39,normal
40.021,1168.0,-428.0,21824.0,-512.0,349.0,-120.0,0.42,12.33,5.18,normal
40.13,-3128.0,-844.0,25220.0,-555.0,-64.0,-47.0,0.265,12.3,3.25,normal
40.237,-688.0,-540.0,23628.0,-294.0,160.0,-383.0,0.19,12.26,2.33,normal
40.346,-508.0,-1140.0,21820.0,-758.0,180.0,59.0,0.141,12.24,1.72,normal
40.454,-280.0,-716.0,21800.0,-376.0,-22.0,-135.0,0.132,12.24,1.62,normal
40.562,1856.0,480.0,20176.0,-94.0,727.0,-285.0,0.168,12.26,2.06,normal
40.67,5684.0,1256.0,18668.0,-470.0,874.0,114.0,0.244,12.31,3.0,normal
40.778,296.0,252.0,20760.0,-487.0,187.0,-5.0,0.375,12.36,4.63,normal
40.886,392.0,-748.0,21364.0,-116.0,132.0,0.0,0.414,12.37,5.12,normal
40.994,-1624.0,-900.0,22276.0,-493.0,-144.0,-232.0,0.43,12.37,5.31,normal
41.102,1032.0,-1000.0,22084.0,-448.0,198.0,-102.0,0.32,12.32,4.67,normal
41.21,-1072.0,-928.0,21828.0,-321.0,109.0,-128.0,0.22,12.28,2.7,normal
41.318,-788.0,-36.0,22256.0,-242.0,219.0,-355.0,0.161,12.24,1.97,normal
41.426,-236.0,-792.0,22852.0,-428.0,155.0,-43.0,0.128,12.23,1.57,normal
41.533,1760.0,-972.0,21056.0,-374.0,288.0,-197.0,0.15,12.26,1.84,normal
41.642,3196.0,-52.0,17772.0,-78.0,924.0,-131.0,0.201,12.29,2.48,normal
41.751,-1012.0,-1492.0,19012.0,-264.0,116.0,-145.0,0.307,12.33,3.78,normal
41.858,696.0,-992.0,21404.0,-376.0,166.0,-124.0,0.399,12.37,4.93,normal
41.966,4136.0,-412.0,17248.0,-58.0,1084.0,56.0,0.424,12.37,5.24,normal
42.075,-116.0,1916.0,22712.0,-357.0,-29.0,-42.0,0.417,12.35,5.14,normal
42.183,-1368.0,-164.0,21808.0,-434.0,-501.0,-77.0,0.277,12.3,4.12,normal
42.29,1552.0,-768.0,19460.0,-189.0,174.0,-18.0,0.198,12.26,2.43,normal
42.399,-1416.0,-640.0,22188.0,-390.0,-386.0,-30.0,0.15,12.24,1.83,normal
42.506,-360.0,172.0,22124.0,-352.0,118.0,28.0,0.122,12.24,1.49,normal
42.614,-372.0,-992.0,22540.0,-41.0,172.0,-76.0,0.144,12.25,1.77,normal
42.723,3748.0,524.0,18020.0,-89.0,880.0,37.0,0.182,12.28,2.24,normal
42.831,1004.0,-400.0,21772.0,-500.0,183.0,32.0,0.269,12.32,3.32,normal
42.939,-2904.0,100.0,24180.0,-256.0,-568.0,-142.0,0.385,12.36,4.76,normal
43.047,-2100.0,-152.0,22508.0,-200.0,-279.0,-108.0,0.42,12.37,5.19,normal
43.154,6636.0,-404.0,18404.0,-345.0,688.0,-147.0,0.436,12.36,5.38,normal
43.263,-448.0,-2272.0,20964.0,-402.0,191.0,35.0,0.373,12.33,5.07,normal
43.37,-2916.0,1244.0,22608.0,-348.0,-448.0,-37.0,0.267,12.3,3.27,normal
43.479,-548.0,-2020.0,21636.0,-264.0,198.0,-22.0,0.193,12.27,2.36,normal
43.587,2964.0,168.0,19568.0,-580.0,437.0,90.0,0.145,12.24,1.78,normal
43.695,1156.0,-1476.0,21676.0,-403.0,707.0,-86.0,0.123,12.24,1.5,normal
43.803,-1336.0,-1248.0,22876.0,-301.0,-64.0,-228.0,0.142,12.27,1.74,normal
43.912,-2876.0,-344.0,23524.0,-486.0,-449.0,18.0,0.217,12.3,2.68,normal
44.02,-1148.0,-308.0,21548.0,-517.0,-51.0,-114.0,0.364,12.35,4.5,normal
44.128,5200.0,676.0,18916.0,-435.0,1210.0,-58.0,0.392,12.37,4.85,normal
44.236,-152.0,-1360.0,21068.0,-296.0,210.0,-78.0,0.448,12.37,5.53,normal
44.345,2532.0,-652.0,19688.0,-317.0,929.0,-335.0,0.379,12.34,5.12,normal
44.452,320.0,-1692.0,23152.0,-201.0,369.0,-259.0,0.285,12.32,3.51,normal
44.56,6056.0,508.0,17852.0,-326.0,1443.0,68.0,0.219,12.27,2.68,normal
44.668,5544.0,1144.0,19920.0,-376.0,1165.0,-107.0,0.164,12.24,2.01,normal
44.776,1732.0,-1016.0,21572.0,-348.0,429.0,-50.0,0.119,12.24,1.46,normal
44.884,712.0,-976.0,21280.0,-148.0,79.0,5.0,0.133,12.25,1.63,normal
44.992,1160.0,-760.0,20572.0,-320.0,378.0,-58.0,0.166,12.27,2.03,normal
45.099,12.0,-796.0,21292.0,-415.0,287.0,-172.0,0.281,12.33,3.47,normal
45.207,-968.0,-696.0,22308.0,-235.0,-80.0,-172.0,0.343,12.35,4.23,normal
45.316,776.0,-1800.0,21948.0,-314.0,251.0,70.0,0.391,12.37,4.83,normal
45.424,2288.0,184.0,20252.0,-373.0,65.0,25.0,0.432,12.37,5.19,normal
45.532,2816.0,744.0,17656.0,-879.0,533.0,313.0,0.43,12.36,5.3,normal
45.641,1256.0,-1756.0,21020.0,-173.0,615.0,-8.0,0.37,12.33,4.55,normal
45.749,7656.0,308.0,17220.0,-434.0,574.0,273.0,0.294,12.28,3.61,normal
45.857,-180.0,-956.0,20668.0,-594.0,212.0,-100.0,0.189,12.26,2.31,normal
45.965,-2836.0,-184.0,23748.0,-277.0,-234.0,-170.0,0.141,12.24,1.72,normal
46.073,-788.0,-1048.0,20900.0,-318.0,-270.0,-80.0,0.12,12.24,1.47,normal
46.181,-1008.0,-332.0,22340.0,-403.0,-90.0,-35.0,0.148,12.26,1.82,normal
46.289,-984.0,-104.0,22768.0,-433.0,-117.0,-128.0,0.22,12.3,2.71,normal
46.397,472.0,-724.0,21252.0,-270.0,360.0,-126.0,0.31,12.34,3.83,normal
46.505,-480.0,-1736.0,21140.0,-8.0,-55.0,-51.0,0.408,12.37,5.05,normal
46.612,536.0,-1404.0,21544.0,-425.0,478.0,-100.0,0.434,12.37,5.36,normal
46.721,-944.0,-2392.0,21548.0,-115.0,-101.0,-228.0,0.414,12.36,5.11,normal
46.829,2452.0,-1064.0,21096.0,-283.0,607.0,46.0,0.328,12.3,4.03,normal
46.937,184.0,268.0,25080.0,-447.0,912.0,-140.0,0.195,12.26,2.39,normal
47.045,52.0,-676.0,21460.0,-423.0,337.0,-132.0,0.145,12.24,1.77,normal
47.153,292.0,-1416.0,20636.0,-186.0,435.0,-25.0,0.127,12.23,1.56,normal
47.261,-80.0,-1848.0,22136.0,-366.0,177.0,-87.0,0.165,12.25,2.03,normal
47.369,2936.0,960.0,19280.0,-651.0,747.0,10.0,0.211,12.29,2.61,normal
47.48,2360.0,-424.0,21412.0,-384.0,552.0,-4.0,0.268,12.33,3.3,normal
47.586,3944.0,-892.0,20168.0,-294.0,725.0,-222.0,0.385,12.36,4.76,normal
47.694,-184.0,120.0,22672.0,-265.0,4.0,-242.0,0.421,12.37,5.21,normal
47.802,1636.0,-120.0,19928.0,-567.0,343.0,-130.0,0.44,12.36,5.43,normal
47.91,-236.0,300.0,23684.0,-168.0,258.0,-152.0,0.405,12.33,5.0,normal
48.018,-1676.0,-744.0,22872.0,-345.0,-97.0,-118.0,0.265,12.3,3.25,normal
48.126,-2892.0,-604.0,24212.0,-303.0,-810.0,66.0,0.192,12.26,2.36,normal
48.234,-136.0,-840.0,22080.0,-521.0,144.0,-118.0,0.143,12.24,1.75,normal
48.342,1876.0,224.0,22848.0,-299.0,326.0,-145.0,0.13,12.24,1.59,normal
48.45,504.0,-1844.0,22440.0,-331.0,249.0,-185.0,0.166,12.26,2.03,normal
48.558,-472.0,-2096.0,23452.0,-475.0,191.0,-99.0,0.257,12.32,3.17,normal
48.666,1548.0,-592.0,22624.0,-399.0,249.0,-182.0,0.381,12.36,4.26,normal
48.774,-996.0,-168.0,22352.0,-432.0,100.0,-82.0,0.417,12.37,5.15,normal
48.882,-1416.0,536.0,21412.0,-387.0,-366.0,-88.0,0.438,12.36,5.4,normal
48.991,1240.0,-316.0,21380.0,-467.0,777.0,-100.0,0.402,12.32,4.95,normal
49.099,-796.0,224.0,23500.0,-202.0,-61.0,-105.0,0.239,12.28,2.93,normal
49.207,-984.0,212.0,22108.0,-446.0,-55.0,-171.0,0.166,12.25,2.03,normal
49.315,-4440.0,-1204.0,25404.0,-362.0,-532.0,-65.0,0.128,12.24,1.56,normal
49.423,800.0,-728.0,20552.0,-471.0,639.0,-166.0,0.138,12.26,1.7,normal
49.531,-1792.0,-1460.0,22544.0,-202.0,-142.0,33.0,0.195,12.28,2.4,normal
49.639,3548.0,-576.0,19556.0,-373.0,344.0,64.0,0.278,12.33,3.43,normal
49.747,-1372.0,276.0,21468.0,-610.0,-247.0,-139.0,0.393,12.36,4.47,normal
49.855,2028.0,-884.0,19992.0,-344.0,94.0,28.0,0.406,12.37,5.03,normal
49.963,-872.0,176.0,22596.0,-317.0,230.0,-50.0,0.418,12.36,5.15,normal
50.071,1868.0,-704.0,21020.0,-147.0,199.0,-138.0,0.355,12.31,4.37,normal
50.179,412.0,-268.0,21424.0,-455.0,61.0,-51.0,0.207,12.27,2.53,normal
50.287,-56.0,-1592.0,21616.0,-198.0,-88.0,-300.0,0.143,12.25,1.75,normal
50.395,496.0,1168.0,21200.0,-405.0,125.0,-96.0,0.123,12.24,1.5,normal
50.503,-1340.0,-2168.0,19836.0,-286.0,971.0,-424.0,0.158,12.26,1.94,normal
50.611,11520.0,-2160.0,17988.0,-406.0,2367.0,-121.0,0.233,12.3,2.88,normal
50.72,476.0,-368.0,20764.0,-112.0,-97.0,-125.0,0.366,12.36,4.52,normal
50.83,1784.0,956.0,20260.0,-479.0,533.0,-1.0,0.412,12.37,5.09,normal
50.937,-540.0,208.0,23020.0,-246.0,-134.0,-142.0,0.427,12.36,5.27,normal
51.045,-1460.0,-1176.0,23256.0,-344.0,90.0,-89.0,0.377,12.33,4.64,normal
51.153,-1992.0,-888.0,22828.0,-220.0,-384.0,-107.0,0.269,12.3,3.3,normal
51.261,-572.0,12.0,22012.0,-479.0,-229.0,27.0,0.164,12.25,2.01,normal
51.369,2652.0,160.0,20916.0,-399.0,699.0,-157.0,0.134,12.24,1.64,normal
51.477,-620.0,1264.0,22788.0,-591.0,-209.0,-152.0,0.126,12.23,1.54,normal
51.585,-1144.0,-172.0,23064.0,-123.0,-251.0,-139.0,0.168,12.27,1.8,normal
51.693,-696.0,-724.0,26324.0,-401.0,-41.0,-144.0,0.249,12.32,3.06,normal
51.801,11232.0,2196.0,18012.0,-480.0,2446.0,61.0,0.343,12.35,4.24,normal
51.909,2256.0,-1108.0,20936.0,-328.0,38.0,-66.0,0.426,12.37,5.27,normal
52.017,2512.0,-688.0,19844.0,-92.0,437.0,37.0,0.429,12.36,5.3,normal
52.125,-216.0,-88.0,21276.0,-381.0,170.0,-115.0,0.384,12.34,4.73,normal
52.233,4508.0,-1680.0,18668.0,-418.0,752.0,-175.0,0.284,12.31,3.49,normal
52.341,2988.0,-1740.0,21308.0,-385.0,1072.0,-81.0,0.164,12.26,2.02,normal
52.449,3252.0,1296.0,20152.0,-535.0,896.0,-69.0,0.125,12.25,1.53,normal
52.558,-512.0,-2180.0,21252.0,-235.0,-118.0,29.0,0.125,12.24,1.53,normal
52.664,820.0,-1100.0,22924.0,-127.0,690.0,-49.0,0.173,12.27,2.13,normal
52.774,2044.0,-152.0,20316.0,-341.0,736.0,-52.0,0.252,12.31,3.11,normal
52.882,-1780.0,-4244.0,23560.0,-6.0,-298.0,-161.0,0.338,12.34,4.18,normal
52.99,-2464.0,-3204.0,27160.0,-124.0,-472.0,-26.0,0.398,12.37,4.92,normal
53.097,1668.0,-956.0,21040.0,-494.0,587.0,-38.0,0.429,12.37,5.3,normal
53.206,2516.0,-1588.0,21264.0,-225.0,557.0,-102.0,0.397,12.34,4.89,normal
53.314,1404.0,-372.0,20992.0,-353.0,372.0,-138.0,0.298,12.31,3.66,normal
53.423,-868.0,-1108.0,22744.0,-593.0,226.0,-106.0,0.183,12.26,2.25,normal
53.53,-56.0,-1280.0,21944.0,-336.0,112.0,-25.0,0.141,12.24,1.72,normal
53.638,3324.0,284.0,19080.0,-191.0,-275.0,53.0,0.121,12.24,1.48,normal
53.746,5136.0,-1308.0,16648.0,-367.0,991.0,-5.0,0.17,12.27,2.1,normal
53.854,252.0,244.0,21820.0,-489.0,1108.0,-392.0,0.267,12.32,3.3,normal
53.962,3164.0,-1520.0,18632.0,-365.0,476.0,79.0,0.364,12.35,4.5,normal
54.07,-1276.0,1972.0,20752.0,-305.0,-801.0,-271.0,0.405,12.37,5.01,normal
54.177,-1852.0,-8.0,25004.0,-478.0,-451.0,-93.0,0.413,12.36,5.09,normal
54.286,-908.0,-92.0,23184.0,-555.0,68.0,-19.0,0.361,12.33,4.44,normal
54.396,1612.0,-996.0,19476.0,-488.0,42.0,33.0,0.259,12.29,3.18,normal
54.503,-560.0,448.0,22204.0,-255.0,112.0,-110.0,0.165,12.25,2.02,normal
54.611,1076.0,-152.0,22488.0,-315.0,411.0,-248.0,0.13,12.24,1.59,normal
54.718,-324.0,592.0,22556.0,-511.0,-97.0,22.0,0.121,12.25,1.48,normal
54.827,2524.0,-1840.0,19004.0,-143.0,433.0,-181.0,0.161,12.28,1.98,normal
54.935,964.0,-1476.0,20324.0,-209.0,133.0,74.0,0.254,12.3,3.13,normal
55.043,-1292.0,76.0,26696.0,-306.0,819.0,-119.0,0.336,12.34,4.15,normal
55.15,1936.0,-2116.0,21684.0,-530.0,625.0,-222.0,0.406,12.36,5.02,normal
55.259,-1080.0,-1768.0,21240.0,-401.0,103.0,-185.0,0.433,12.36,5.35,normal
55.367,2772.0,-456.0,21904.0,-191.0,589.0,-116.0,0.398,12.35,4.91,normal
55.475,-292.0,124.0,24012.0,-360.0,111.0,-154.0,0.329,12.32,4.04,normal
55.583,-1900.0,-1552.0,22524.0,-289.0,20.0,-252.0,0.194,12.27,2.37,normal
55.691,-728.0,376.0,22928.0,-567.0,-117.0,5.0,0.143,12.24,1.74,normal
55.799,856.0,-636.0,20208.0,-361.0,513.0,18.0,0.12,12.24,1.47,normal
55.907,3088.0,1256.0,19096.0,-391.0,741.0,233.0,0.151,12.26,1.85,normal
56.014,4016.0,-348.0,18556.0,-252.0,978.0,-78.0,0.205,12.29,2.52,normal
56.124,1600.0,-1000.0,20244.0,-311.0,532.0,-93.0,0.294,12.33,3.63,normal
56.233,1956.0,-1404.0,23268.0,-293.0,94.0,-60.0,0.345,12.36,4.27,normal
56.34,2496.0,1192.0,19156.0,-270.0,526.0,-38.0,0.43,12.37,5.32,normal
56.447,1044.0,256.0,19076.0,-626.0,423.0,-77.0,0.418,12.35,5.16,normal
56.556,2860.0,-64.0,19716.0,-565.0,363.0,70.0,0.334,12.33,4.12,normal
56.664,2836.0,-364.0,19920.0,-276.0,400.0,89.0,0.197,12.26,2.42,normal
56.772,-232.0,140.0,23420.0,-278.0,102.0,-310.0,0.143,12.24,1.75,normal
56.88,-256.0,-336.0,20864.0,-603.0,158.0,-168.0,0.124,12.23,1.51,normal
56.988,-1120.0,-428.0,24620.0,-462.0,-393.0,-257.0,0.165,12.26,1.75,normal
57.095,-3636.0,460.0,21824.0,-509.0,-257.0,-51.0,0.251,12.31,3.09,normal
57.204,1300.0,48.0,20464.0,-145.0,1252.0,-259.0,0.349,12.35,4.31,normal
57.312,5820.0,1248.0,19160.0,-484.0,991.0,14.0,0.403,12.36,4.99,normal
57.42,3560.0,772.0,21156.0,-278.0,32.0,-20.0,0.43,12.36,5.31,normal
57.528,472.0,-64.0,20712.0,-556.0,233.0,-12.0,0.399,12.34,4.91,normal
57.636,856.0,84.0,21384.0,-147.0,125.0,-163.0,0.277,12.3,3.41,normal
57.744,3648.0,180.0,19976.0,-407.0,603.0,-88.0,0.16,12.25,1.96,normal
57.852,-576.0,-716.0,21776.0,-380.0,31.0,-30.0,0.127,12.23,1.56,normal
57.96,680.0,1392.0,19800.0,-675.0,285.0,-165.0,0.132,12.25,1.62,normal
58.069,3760.0,-2696.0,20112.0,-103.0,1344.0,-232.0,0.224,12.3,2.04,normal
58.177,-1396.0,160.0,19596.0,-227.0,374.0,-34.0,0.326,12.34,4.03,normal
58.285,2736.0,-1484.0,19472.0,-332.0,912.0,-77.0,0.398,12.36,4.92,normal
58.393,7416.0,648.0,17240.0,-445.0,1480.0,322.0,0.425,12.36,5.26,normal
58.501,2392.0,-148.0,19856.0,-298.0,406.0,-58.0,0.389,12.34,4.79,normal
58.609,-1056.0,-1316.0,24864.0,-553.0,65.0,-227.0,0.295,12.29,3.62,normal
58.717,3708.0,1336.0,19284.0,-528.0,303.0,115.0,0.201,12.26,2.46,normal
58.825,2792.0,208.0,20488.0,-411.0,616.0,-57.0,0.131,12.24,1.6,normal
58.932,1588.0,-2404.0,20832.0,-63.0,454.0,-125.0,0.117,12.25,1.43,normal
59.041,2012.0,-56.0,20456.0,-158.0,235.0,17.0,0.15,12.25,1.84,normal
59.148,-1940.0,-1904.0,24036.0,-807.0,-8.0,14.0,0.257,12.3,2.37,normal
59.257,4684.0,-360.0,18324.0,-289.0,888.0,-7.0,0.326,12.34,4.02,normal
59.366,-3612.0,-252.0,25852.0,-589.0,-501.0,-258.0,0.378,12.36,4.68,normal
59.473,540.0,-96.0,24080.0,-228.0,161.0,-78.0,0.422,12.36,5.22,normal
59.581,60.0,-1244.0,22344.0,-325.0,419.0,-101.0,0.427,12.35,5.26,normal
59.689,-1516.0,-2064.0,21776.0,-341.0,279.0,-184.0,0.343,12.33,4.21,normal
59.798,-168.0,188.0,22196.0,-427.0,124.0,-117.0,0.267,12.3,3.28,normal
59.906,2336.0,-716.0,21532.0,-649.0,418.0,113.0,0.17,12.25,2.08,normal
60.014,1708.0,-320.0,21440.0,-273.0,423.0,33.0,0.128,12.25,1.57,normal
60.122,344.0,-1348.0,21856.0,-270.0,565.0,-82.0,0.119,12.25,1.46,normal
60.23,1632.0,-1140.0,22620.0,-350.0,287.0,-44.0,0.176,12.27,1.84,normal
60.338,4236.0,-60.0,20508.0,-455.0,1597.0,-40.0,0.275,12.32,3.39,normal
60.445,6516.0,-80.0,17692.0,-295.0,1390.0,-35.0,0.336,12.36,4.15,normal
60.554,120.0,-992.0,19400.0,-175.0,-133.0,82.0,0.428,12.36,5.29,normal
60.662,-2052.0,-16.0,22028.0,-388.0,-104.0,-85.0,0.412,12.35,5.08,normal
60.77,312.0,200.0,20992.0,-298.0,13.0,-69.0,0.358,12.33,4.4,normal
60.878,3340.0,-2024.0,19380.0,-278.0,341.0,43.0,0.264,12.29,3.24,normal
60.986,-588.0,-2612.0,22756.0,-244.0,269.0,-271.0,0.153,12.24,1.87,normal
61.094,3100.0,-152.0,19700.0,-277.0,480.0,-63.0,0.127,12.24,1.55,normal
